id,type,title,agency,agency_raw,type_code,page_section,release_date,incident_date,incident_location,summary,redaction,video_pairing,pdf_pairing,video_title,dvids_video_id,modal_image_url,source_url,discovered_on,fetched_on,local_path,bytes,sha256,http_status,content_type,etag,last_modified,extracted_text_path,status,notes
dow-044-dow-uap-d60-mission-report-persian-gulf-august-2020,pdf,"DOW-UAP-D60, Mission Report, Persian Gulf, August 2020",DoW,Department of War,PDF,Release 01,5/8/26,8/8/20,Persian Gulf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported observing one UAP. The report describes the UAP as “transiting” and notes it had “no impact to mission.” The report also states that “dense cloud coverage intermittently impacted FMV collection.”
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d60-mission-report-persian-gulf-august-2020.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d60-mission-report-persian-gulf-august-2020.pdf,2026-05-08T16:48:52Z,2026-05-08T16:54:59Z,files/pdfs/dow-044-dow-uap-d60-mission-report-persian-gulf-august-2020.pdf,2412310,39126406547c89dbc81112c5638612858fcfe7e38179dd89e6d725dc6cee13b1,200,application/pdf,"""feb703388d0b32b1ca6f2891019da6e1:1778199265.223438""","Thu, 07 May 2026 23:55:00 GMT",extracted/dow-044-dow-uap-d60-mission-report-persian-gulf-august-2020.md,ok,
dow-045-dow-uap-d61-mission-report-persian-gulf-august-2020,pdf,"DOW-UAP-D61, Mission Report, Persian Gulf, August 2020",DoW,Department of War,PDF,Release 01,5/8/26,8/27/20,Persian Gulf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported observing a “formation of unknown flying objects” traveling northeast to northwest along the coast for approximately two minutes. The report notes that light cloud coverage “prevented the continuous tracking of the formation.”
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d61-mission-report-persian-gulf-august-2020.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:02Z,files/pdfs/dow-045-dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,877324,4ce20fc566edf4a3dcb8a8abd7a5dcd91046069f9e35f83912ad757c8c8be1b9,200,application/pdf,"""3288b5c7770458d066f2dcdda410c0aa:1778199265.225109""","Thu, 07 May 2026 23:55:00 GMT",extracted/dow-045-dow-uap-d61-mission-report-persian-gulf-august-2020.md,ok,
dow-046-dow-uap-d62-mission-report-strait-of-hormuz-september-2020,pdf,"DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020",DoW,Department of War,PDF,Release 01,5/8/26,9/16/20,Strait of Hormuz,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported observing one UAP at an estimated altitude of 1,800 feet.
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d62-mission-report-strait-of-hormuz-september-2020.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:05Z,files/pdfs/dow-046-dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,1045437,36708d3c6121b00c55394ac4a648fbcbe5411c8b2c00ea8f42f9ca0e502c6b13,200,application/pdf,"""c7a409bd6e089f415200b0f8633ef288:1778199266.272739""","Thu, 07 May 2026 23:55:00 GMT",extracted/dow-046-dow-uap-d62-mission-report-strait-of-hormuz-september-2020.md,ok,
dow-047-dow-uap-d63-mission-report-strait-of-hormuz-october-2020,pdf,"DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020",DoW,Department of War,PDF,Release 01,5/8/26,10/1/20,Strait of Hormuz,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported observing a UAP.
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d63-mission-report-strait-of-hormuz-october-2020.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:07Z,files/pdfs/dow-047-dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,3311583,ad3b37eb9fbd20e6dc75152e486514e58ff8a1edde3d32615887ea0d19727884,200,application/pdf,"""bcaba234a4d04fa82bce01703594cde0:1778199266.290496""","Thu, 07 May 2026 23:55:01 GMT",extracted/dow-047-dow-uap-d63-mission-report-strait-of-hormuz-october-2020.md,ok,
dow-048-dow-uap-d64-mission-report-iran-november-2020,pdf,"DOW-UAP-D64, Mission Report, Iran, November 2020",DoW,Department of War,PDF,Release 01,5/8/26,11/2/20,Iran,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported observing two UAP on November 2, 2020, at 2143Z and at 2148Z. The first observation occurred at an unknown altitude. The reporter described the second UAP’s direction of travel as proceeding to the northwest.
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d64-mission-report-iran-november-2020.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d64-mission-report-iran-november-2020.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:10Z,files/pdfs/dow-048-dow-uap-d64-mission-report-iran-november-2020.pdf,860506,8422fceb10b2eafcab525690cc9aff6827fc78d5ae5e34b44174d9cc78abbb7c,200,application/pdf,"""12f3c6671a3a192c337b3cb75aa49382:1778199267.360778""","Thu, 07 May 2026 23:55:01 GMT",extracted/dow-048-dow-uap-d64-mission-report-iran-november-2020.md,ok,
dow-049-dow-uap-d65-mission-report-persian-gulf-july-2020,pdf,"DOW-UAP-D65, Mission Report, Persian Gulf, July 2020",DoW,Department of War,PDF,Release 01,5/8/26,7/16/20,Persian Gulf,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported encountering three separate UAP on July 16, 2020, at 1830Z, 1920Z, and 2345Z. 
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d65-mission-report-persian-gulf-july-2020.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:13Z,files/pdfs/dow-049-dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,3043075,bfbc281190a14c522d854c0cf2699f82de419e8f8a455949871ccdc9175bf423,200,application/pdf,"""6f3eaa972a64c81fd4d0b99bdae34e44:1778199267.307543""","Thu, 07 May 2026 23:55:01 GMT",extracted/dow-049-dow-uap-d65-mission-report-persian-gulf-july-2020.md,ok,
dow-050-dow-uap-d7-mission-report-arabian-gulf-2020,pdf,"DOW-UAP-D7, Mission Report, Arabian Gulf, 2020",DoW,Department of War,PDF,Release 01,5/8/26,N/A,N/A,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported observing a UAP, describing it as “look[ing] like a balloon.” The report describes the UAP as “traveling with the winds at approximately 31,000 ft.” The visually tracked the UAP via onboard infrared sensor.
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d7-mission-report-arabian-gulf-2020.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d7-mission-report-arabian-gulf-2020.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:15Z,files/pdfs/dow-050-dow-uap-d7-mission-report-arabian-gulf-2020.pdf,27337,c4cae44b6ac7b4f4916ddff140d47b1e2a6ddc80ed72985877c07401d17fd76a,200,application/pdf,"""1c256c81b3692bb5381ec46c728d0479:1778199249.310172""","Thu, 07 May 2026 23:55:01 GMT",extracted/dow-050-dow-uap-d7-mission-report-arabian-gulf-2020.md,ok,
dow-051-dow-uap-d74-mission-report-syria-november-2023,pdf,"DOW-UAP-D74, Mission Report, Syria, November 2023",DoW,Department of War,PDF,Release 01,5/8/26,11/9/23,Syria,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported observing one UAP “shaped as a bouncy ball.” The observer described the UAP as traveling “~424kn (483 mph) consistently for at least 7mins.” The reporter described the UAP approaching from the south. The operator assessed the object as “benign.”
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d74-mission-report-syria-november-2023.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d74-mission-report-syria-november-2023.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:18Z,files/pdfs/dow-051-dow-uap-d74-mission-report-syria-november-2023.pdf,719044,30708df4aa8484c668d3c3694560f5b57d5a10b6b3da1cfb826a925d9cc806e1,200,application/pdf,"""b90522f9bff378c548e5c54cef7ff08c:1778199268.39554""","Thu, 07 May 2026 23:55:01 GMT",extracted/dow-051-dow-uap-d74-mission-report-syria-november-2023.md,ok,
dow-052-dow-uap-d75-mission-report-gulf-of-aden-july-2024,pdf,"DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024",DoW,Department of War,PDF,Release 01,5/8/26,7/14/24,Gulf of Aden,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported observing one UAP on July 14, 2024. The observer reported that the UAP maintained a “straight flight path at same altitude”. The report notes that the UAP’s “speed was faster than flying speed,” and the operator assessed the object as “benign.” The operator reported following the UAP “till the distance became too far.”
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d75-mission-report-gulf-of-aden-july-2024.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:20Z,files/pdfs/dow-052-dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,792150,672b79390fe6595828c71e1f3df8cb0a2290f0658c36ed724e17ea167233b771,200,application/pdf,"""67c92f4d1b7614a795a02398c37bbaa7:1778199268.394874""","Thu, 07 May 2026 23:55:01 GMT",extracted/dow-052-dow-uap-d75-mission-report-gulf-of-aden-july-2024.md,ok,
dow-053-dow-uap-d8-mission-report-djibouti-2025,pdf,"DOW-UAP-D8, Mission Report, Djibouti, 2025",DoW,Department of War,PDF,Release 01,5/8/26,N/A,Mediterranean Sea,"This document is a Mission Report (MISREP), a standardized reporting form the U.S. Military uses to record the circumstances surrounding its operations. U.S. military services often use MISREPs to report Unidentified Anomalous Phenomena (UAP) to AARO. The GENTEXT, or “general text” section of these reports often contains important qualitative, contextual information, distinguishing it from the more quantitative, or numerical, data found elsewhere in the report.
A U.S. military operator reported observing two “white hot UAPs.” The reporter estimated the UAP’s speed as approximately 240 nautical miles per hour (276 mph).
All descriptive and estimative language contained in this report reflects the reporter’s subjective interpretation at the time of the event. Such characterizations should not be interpreted as a conclusive indication of the presence or absence of any intrinsic object features or performance characteristics.",TRUE,,,,,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-d8-mission-report-djibouti-2025.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-d8-mission-report-djibouti-2025.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:22Z,files/pdfs/dow-053-dow-uap-d8-mission-report-djibouti-2025.pdf,29154,0a8548a845c3b45f90ee512bdfd8eac1af073072228e7e4d24e779d12025886c,200,application/pdf,"""0da83976ebeb691de5bbbadd03cdc2f1:1778199249.312495""","Thu, 07 May 2026 23:55:02 GMT",extracted/dow-053-dow-uap-d8-mission-report-djibouti-2025.md,ok,
dow-054-dow-uap-pr19-unresolved-uap-report-middle-east-may-2022,video,"DOW-UAP-PR19, Unresolved UAP Report, Middle East, May 2022",DoW,Department of War,VID,Release 01,5/8/26,N/A,Middle East,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from an infrared sensor aboard a U.S. military platform in 2022. An accompanying mission report, DoW-UAP-D10, described the observation as a “possible missile” moving across the field-of-view. The report also described four other objects not depicted in the video as “possible birds.”

Video Description: At the two second mark, the video depicts an area of contrast moving from left to right across the bottom third of the sensor field-of-view.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,DoW-UAP-D10,"Unresolved UAP Report, Middle East, May 2022",1006056,,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111688723/DOD_111688723-1920x1080-6000k.mp4,2026-05-08T16:48:52Z,2026-05-08T16:55:25Z,files/videos/dow-054-dow-uap-pr19-unresolved-uap-report-middle-east-may-2022.mp4,3965800,710bf1ff5f1f3c1dae2bdc40309f7d851f0e8d27b744195ee2d8433a52afd260,200,video/mp4,"""0f484110f4d5ea53b56820da194c784f""","Thu, 07 May 2026 21:53:08 GMT",extracted/dow-054-dow-uap-pr19-unresolved-uap-report-middle-east-may-2022.md,ok,
dow-055-dow-uap-pr20-unresolved-uap-report-kuwait-may-2022,pdf,"DOW-UAP-PR20, Unresolved UAP Report, Kuwait, May 2022",DoW,Department of War,PDF,Release 01,5/8/26,N/A,Iraq,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2022. The original reporter digitally altered the imagery by adding a red line encircling an area of interest before submitting it to AARO. An accompanying mission report, DoW-UAP-D12, described the UAP as moving from north to northeast. The operator reported that they were unable to positively identify the UAP.

Image Description: The image contains an encircled, elongated area of contrast in the top left quarter. The area of contrast increases in intensity along its length from top left to bottom right.

This image description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,DoW-UAP-D12,"Unresolved UAP Report, Iraq, May 2022",,https://www.war.gov/medialink/ufo/release_1/thumbnail/dow-uap-pr20.jpg,https://www.war.gov/medialink/ufo/release_1/dow-uap-pr20.pdf,2026-05-08T16:48:52Z,2026-05-08T16:55:28Z,files/pdfs/dow-055-dow-uap-pr20-unresolved-uap-report-kuwait-may-2022.pdf,2292342,1ff8c16256579734969188915ad0e80062e1d5639bc424c6a207340e892c6dc6,200,application/pdf,"""5aa5b4d327fe20d69c8af3f21f4b629d:1778218291.5295""","Fri, 08 May 2026 05:31:31 GMT",extracted/dow-055-dow-uap-pr20-unresolved-uap-report-kuwait-may-2022.md,ok,
dow-056-dow-uap-pr21-unresolved-uap-report-iraq-may-2022,video,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022",DoW,Department of War,VID,Release 01,5/8/26,N/A,Iraq,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of ten seconds of video footage from an infrared sensor aboard a U.S. military platform in 2022. An accompanying mission report, DoW-UAP-D14, described the UAP as a “probable SU-27/35."" 

Video Description: The video depicts two areas of contrast moving together near the center of the field-of-view throughout the runtime.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.

AARO Comment: SU-27 and SU-35 are designations for military aircraft operated by the Armed Forces of the Russian Federation.",TRUE,,DoW-UAP-D14,"Unresolved UAP Report, Iraq, May 2022",1006059,,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111688762/DOD_111688762-1920x1080-6000k.mp4,2026-05-08T16:48:53Z,2026-05-08T16:55:30Z,files/videos/dow-056-dow-uap-pr21-unresolved-uap-report-iraq-may-2022.mp4,7656423,f864b8271d8c567de3baa399c0ea65d8427cc65d2131bee3ced1568ccc175852,200,video/mp4,"""d4ddaf1abee22f925762afab21891b15""","Thu, 07 May 2026 22:02:06 GMT",extracted/dow-056-dow-uap-pr21-unresolved-uap-report-iraq-may-2022.md,ok,
dow-057-dow-uap-pr22-unresolved-uap-report-syria-july-2022,video,"DOW-UAP-PR22, Unresolved UAP Report, Syria, July 2022",DoW,Department of War,VID,Release 01,5/8/26,N/A,Syria,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of 14 seconds of video footage from an infrared (left) and electro-optical (right) sensor aboard a U.S. military platform in 2022. An accompanying mission report, DoW-UAP-D16, described the UAP as “moving from north to south.”

Video Description: At the five second mark, the video depicts an object moving from right to left across the top right quarter of the sensor field-of-view.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,DoW-UAP-D16,"Unresolved UAP Report, Syria, July 2022",1006060,,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111688775/DOD_111688775-1920x1080-6000k.mp4,2026-05-08T16:48:53Z,2026-05-08T16:55:32Z,files/videos/dow-057-dow-uap-pr22-unresolved-uap-report-syria-july-2022.mp4,2779509,21c53fb43aecdc8e05d229a1327bf417505fe955087436d111d8f988e0a4eb43,200,video/mp4,"""c338cf73bdc53d6275fc232fe6e465c0""","Thu, 07 May 2026 22:05:45 GMT",extracted/dow-057-dow-uap-pr22-unresolved-uap-report-syria-july-2022.md,ok,
dow-058-dow-uap-pr23-unresolved-uap-report-iraq-december-2022,video,"DOW-UAP-PR23, Unresolved UAP Report, Iraq, December 2022",DoW,Department of War,VID,Release 01,5/8/26,N/A,Iraq,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of ten seconds of video footage from an infrared sensor aboard a U.S. military platform in 2022. An accompanying mission report, DoW-UAP-D18, described the UAP as ""flying west to east.""

Video Description: The video depicts an area of contrast moving from the bottom left to the top right of the sensor field-of-view. At approximately six seconds, the area of contrast leaves the sensor field-of-view near the top right corner of the frame.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,DoW-UAP-D18,"Unresolved UAP Report, Iraq, December 2022",1006062,,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111688809/DOD_111688809-1920x1080-6000k.mp4,2026-05-08T16:48:53Z,2026-05-08T16:55:35Z,files/videos/dow-058-dow-uap-pr23-unresolved-uap-report-iraq-december-2022.mp4,3577372,3d342c414f2f17a80bdfb4829d54945eddbd96c1184bff26ffd8449426c6daef,200,video/mp4,"""7fbe9edf22e560cc4f3a2bc7db99e0cb""","Thu, 07 May 2026 22:27:23 GMT",extracted/dow-058-dow-uap-pr23-unresolved-uap-report-iraq-december-2022.md,ok,
dow-059-dow-uap-pr26-unresolved-uap-report-united-arab-emirates-octo,video,"DOW-UAP-PR26, Unresolved UAP Report, United Arab Emirates, October 2023",DoW,Department of War,VID,Release 01,5/8/26,N/A,United Arab Emirates,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 43 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023. An accompanying mission report, DoW-UAP-D23, mentions a UAP was observed during the mission.

Video Description:
00:00-00:17: An area of contrast remains generally within the top left quarter of the display.
00:17-00:18: The sensor pans from right to left, causing the area of contrast to pass through the center of the display. The sensor then pans from left to right, causing the area of contrast to return to its approximate initial position within the sensor field-of-view.
00:29: The sensor stops tracking the area of contrast, causing it to leave the sensor field-of-view on the left side of the screen.
00:30-00:43: The sensor resumes its motion relative to the background but does not reacquire the area of contrast.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,DoW-UAP-D23,"Unresolved UAP Report, United Arab Emirates, October 2023",1006063,,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111688816/DOD_111688816-1920x1080-6000k.mp4,2026-05-08T16:48:53Z,2026-05-08T16:55:37Z,files/videos/dow-059-dow-uap-pr26-unresolved-uap-report-united-arab-emirates-octo.mp4,17103229,661418d9b048cc604be5f8fabd861fccb1a2fad08c7b7c1c32815f6300085f90,200,video/mp4,"""c75f7a8e816a48258422872dddc3fc68-2""","Thu, 07 May 2026 22:27:45 GMT",extracted/dow-059-dow-uap-pr26-unresolved-uap-report-united-arab-emirates-octo.md,ok,
dow-060-dow-uap-pr27-unresolved-uap-report-united-arab-emirates-octo,video,"DOW-UAP-PR27, Unresolved UAP Report, United Arab Emirates, October 2023",DoW,Department of War,VID,Release 01,5/8/26,N/A,United Arab Emirates,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of four minutes and 57 seconds of video footage from an infrared (IR) sensor aboard a U.S. military platform in 2023. An accompanying mission report, DoW-UAP-D23, mentions a UAP was observed during the mission.

Video Description:
00:00-01:55: No content.
01:56: An area of contrast becomes distinguishable against the background in the center of the right side of the display.
02:04: The IR sensor pans to center on the area of contrast.
02:14: The sensor field-of-view narrows to zoom in on the area of contrast.
02:15-03:26: The area of contrast remains generally in the center of the sensor field-of-view. 
03:27-04:57: The sensor motion causes the area of contrast to move erratically across the display. Due to this motion, the sensor system repeatedly loses and reacquires the area of contrast within the center area of the display.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,DoW-UAP-D23,"Unresolved UAP Report, United Arab Emirates, October 2023",1006067,,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111688825/DOD_111688825-1920x1080-6000k.mp4,2026-05-08T16:48:53Z,2026-05-08T16:55:43Z,files/videos/dow-060-dow-uap-pr27-unresolved-uap-report-united-arab-emirates-octo.mp4,97932504,975d9afa52fcf5da022ebe695c2976ebf6a7eae38c07f62a6be09e7ce5af28e5,200,video/mp4,"""ce74283dbc597104a26de9538208270a-5""","Fri, 08 May 2026 00:09:15 GMT",extracted/dow-060-dow-uap-pr27-unresolved-uap-report-united-arab-emirates-octo.md,ok,
dow-061-dow-uap-pr28-unresolved-uap-report-greece-january-2024,video,"DOW-UAP-PR28, Unresolved UAP Report, Greece, January 2024",DoW,Department of War,VID,Release 01,5/8/26,N/A,Greece,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and five seconds of video footage captured via multiple sensor modalities aboard a U.S. military platform in 2024. An accompanying mission report, DoW-UAP-D7, described the UAP as “diamond-shaped” and moving at approximately 434 knots. The observer also reported that the UAP was only detectable via short-wave infrared (SWIR) sensor.

Video Description: The screen is split into two viewing areas for the first ten seconds of the video, with the right side displaying electro-optical footage and the left side displaying SWIR footage.
00:04: An area of contrast becomes distinguishable against the background in the center of the right frame.
00:10: The display shifts to a full-screen view of the SWIR feed to better focus on the area of contrast.
00:55: The area of contrast remains generally within the center of the sensor field-of-view. The area of contrast visually resembles an inverted teardrop with a vertically linear trailing mass suspended below.
00:56: The operator switches the sensor modality to visible spectrum, losing the subject against the background.
00:57-01:05: The operator switches the sensor modality to SWIR (Black-Hot) but does not reacquire the area of contrast.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",TRUE,,,"Unresolved UAP Report, Greece, January 2024",1006073,,https://d34w7g4gy10iej.cloudfront.net/video/2605/DOD_111688954/DOD_111688954-1920x1080-6000k.mp4,2026-05-08T16:48:53Z,2026-05-08T16:55:45Z,files/videos/dow-061-dow-uap-pr28-unresolved-uap-report-greece-january-2024.mp4,10574866,efb1ff764152f5066e9a41fe2dcbc2f689c63758ed479774e5f5340f66b9b144,200,video/mp4,"""922058196884689b487ebce77ecdb6aa-2""","Fri, 08 May 2026 00:19:01 GMT",extracted/dow-061-dow-uap-pr28-unresolved-uap-report-greece-january-2024.md,ok,
